ROI,tau
4430,0.13684640522875818
536,0.13679312304631996
3636,0.13659775504404661
972,0.13633134413185563
2022,0.13618925831202047
2478,0.13606493321966467
2506,0.13606493321966467
4609,0.13601165103722648
1795,0.1359406081273089
1270,0.1358162830349531
4463,0.13540778630292696
426,0.135141375390736
6051,0.13507033248081843
5267,0.135052571753339
4592,0.13503481102585962
2726,0.13473287865870986
4678,0.13398692810457516
3038,0.13382708155726059
315,0.1337382779198636
5004,0.13350738846263144
5592,0.13331202046035806
1226,0.1331521739130435
5046,0.13308113100312588
6086,0.1330633702756465
3106,0.1330100880932083
5549,0.1329923273657289
2642,0.1329212844558113
2493,0.13290352372833192
2827,0.13272591645353793
669,0.13265487354362035
4042,0.13261935208866155
1590,0.13254830917874397
970,0.13253054845126455
2553,0.1322641375390736
5304,0.1321575731741972
6085,0.1321575731741972
2234,0.1321575731741972
1547,0.1321220517192384
3975,0.13206876953680022
4974,0.13201548735436203
1592,0.13194444444444445
4918,0.13135834043762432
2343,0.13119849389030974
2342,0.13112745098039216
5894,0.13102088661551578
2658,0.1308432793407218
3450,0.1307011935208866
351,0.1306479113384484
2705,0.13055910770105145
4676,0.13038150042625746
5855,0.13018613242398408
626,0.1300618073316283
4782,0.12984867860187554
4972,0.12983091787439613
2771,0.12963554987212275
4783,0.1292270531400966
4428,0.12881855640807047
5744,0.12881855640807047
4706,0.1287830349531117
2051,0.12871199204319408
2576,0.12844558113100313
2645,0.12835677749360613
1199,0.12832125603864733
4936,0.12819693094629156
5365,0.12810812730889456
3027,0.12805484512645637
6627,0.1279127593066212
6401,0.12771739130434784
2596,0.12757530548451265
2435,0.12753978402955385
90,0.12745098039215685
2586,0.12743321966467747
5014,0.12741545893719808
4677,0.1273088945723217
2768,0.1272733731173629
3661,0.1272200909349247
3066,0.1270957658425689
2501,0.1270424836601307
4498,0.12698920147769252
1171,0.12670502983802218
2410,0.12665174765558398
4996,0.12663398692810457
2613,0.126562944018187
3814,0.12629653310599603
2568,0.12610116510372266
937,0.1258880363739699
5295,0.12578147200909348
6272,0.1257281898266553
5269,0.12547953964194372
756,0.12546177891446433
5462,0.12544401818698495
310,0.12537297527706734
3248,0.12528417163967037
2221,0.12523088945723218
645,0.12514208581983519
205,0.12507104290991758
537,0.1250177607274794
363,0.12478687127024723
2222,0.12450269963057686
4427,0.12450269963057686
5000,0.12448493890309748
4199,0.1242007672634271
5980,0.12416524580846831
1618,0.12416524580846831
365,0.12412972435350952
3031,0.12393435635123615
6330,0.12363242398408639
3376,0.1235613810741688
6004,0.1234903381642512
6623,0.12347257743677181
4295,0.12345481670929241
1108,0.12336601307189543
6296,0.12322392725206024
3073,0.12322392725206024
4912,0.12320616652458084
1221,0.12285095197499289
4558,0.12240693378800796
5160,0.12205171923842001
4900,0.12174978687127025
2464,0.12169650468883206
2498,0.12167874396135266
3051,0.1213057686842853
6178,0.1213057686842853
335,0.12118144359192952
2459,0.12116368286445013
4779,0.12109263995453254
4737,0.12102159704461495
2592,0.12087951122477977
2904,0.12086175049730037
5253,0.12071966467746519
2685,0.12071966467746519
1688,0.12032892867291844
1591,0.12009803921568628
4011,0.11993819266837169
345,0.1198849104859335
312,0.11979610684853652
1189,0.11970730321113952
4283,0.11965402102870133
2776,0.11960073884626314
76,0.11958297811878374
2462,0.11954745666382495
5635,0.11951193520886616
1793,0.11945865302642797
4363,0.11924552429667519
5742,0.11913895993179881
380,0.1191211992043194
5001,0.11908567774936062
4155,0.11906791702188121
1632,0.11899687411196362
6304,0.11880150610969026
4605,0.11858837737993748
2655,0.1184640522875817
2411,0.11839300937766412
1562,0.11835748792270531
4494,0.11832196646774652
4916,0.11830420574026712
6005,0.11826868428530833
364,0.11803779482807616
1893,0.11786018755328219
5467,0.11782466609832339
538,0.11780690537084398
2497,0.1177358624609264
2842,0.117718101733447
2002,0.1177003410059676
4730,0.11750497300369424
2811,0.11748721227621484
1425,0.11741616936629724
3290,0.11729184427394146
3205,0.11723856209150327
4047,0.11716751918158567
232,0.11714975845410629
2434,0.11713199772662689
5323,0.11706095481670929
753,0.1170254333617505
372,0.1170076726342711
4690,0.11697215117931231
4938,0.11686558681443592
89,0.11668797953964194
4914,0.11668797953964194
5158,0.11665245808468315
2916,0.11652813299232737
1075,0.11651037226484796
2992,0.11649261153736858
5200,0.11636828644501279
558,0.11613739698778063
2244,0.11604859335038363
2727,0.11595978971298665
4225,0.11590650753054844
3379,0.11574666098323387
5255,0.1156045751633987
5778,0.1155157715260017
4528,0.11542696788860472
4013,0.11540920716112532
3695,0.11537368570616652
1109,0.11517831770389315
3909,0.11517831770389315
2413,0.11512503552145496
4861,0.11500071042909918
2495,0.1148053424268258
4329,0.1148053424268258
2814,0.11476982097186701
660,0.11475206024438761
1526,0.11471653878942882
5542,0.11462773515203183
4087,0.11459221369707304
4956,0.11457445296959363
5331,0.11436132423984087
593,0.11423699914748509
1198,0.11421923842000568
3395,0.11420147769252628
5594,0.1141837169650469
2527,0.11416595623756749
1074,0.11414819551008809
4008,0.11413043478260869
4496,0.1141126740551293
2128,0.11398834896277352
148,0.11391730605285592
4293,0.11365089514066497
2835,0.11363313441318557
3095,0.11359761295822676
5858,0.11359761295822676
4083,0.11354433077578857
6334,0.11350880932082978
2429,0.1134022449559534
5135,0.11334896277351521
4898,0.11322463768115942
3557,0.11322463768115942
2626,0.11315359477124183
2681,0.11306479113384484
4080,0.11294046604148907
2748,0.11278061949417448
3381,0.11238988348962774
2556,0.11231884057971014
6016,0.11223003694231316
1798,0.11219451548735436
4228,0.11212347257743677
4768,0.11199914748508098
3910,0.11194586530264279
5146,0.11176825802784882
1646,0.11176825802784882
5164,0.11169721511793124
5048,0.11169721511793124
3827,0.11169721511793124
1267,0.11148408638817846
3129,0.11135976129582267
4010,0.11135976129582267
4285,0.11134200056834329
3474,0.11134200056834329
3079,0.1112176754759875
4158,0.1111821540210287
2572,0.1111821540210287
180,0.1111288718385905
2584,0.11105782892867291
2704,0.11095126456379653
5047,0.11086246092639955
1480,0.11070261437908496
1589,0.11059605001420858
5557,0.11057828928672918
2528,0.11057828928672918
404,0.11052500710429099
6049,0.1104717249218528
2029,0.11045396419437341
5511,0.110436203466894
3394,0.1104184427394146
5940,0.11015203182722365
2492,0.11004546746234725
2364,0.11000994600738846
703,0.10999218527990906
2504,0.10992114236999148
1933,0.10986786018755328
2422,0.10981457800511508
2126,0.10938832054560955
2567,0.10935279909065075
5003,0.10935279909065075
1077,0.10933503836317135
1829,0.10931727763569196
4015,0.10926399545325377
2554,0.10922847399829497
2896,0.10915743108837737
2217,0.10892654163114521
4085,0.10885549872122763
2990,0.10881997726626882
1275,0.10878445581131004
231,0.10873117362887184
204,0.10857132708155726
3481,0.10853580562659847
2668,0.1082871554418869
4999,0.10825163398692811
6443,0.10805626598465473
399,0.10800298380221654
1430,0.10796746234725775
5565,0.10782537652742256
1619,0.10780761579994316
2587,0.10775433361750497
5012,0.10775433361750497
5279,0.10764776925262859
6214,0.10763000852514919
3445,0.1075944870701904
1629,0.107576726342711
3039,0.1075589656152316
6113,0.10747016197783461
3017,0.10734583688547883
503,0.10723927252060245
1806,0.10711494742824666
3401,0.10711494742824666
4802,0.10702614379084967
3068,0.10697286160841148
343,0.10690181869849388
2536,0.10690181869849388
5981,0.1068840579710145
4398,0.10661764705882353
5188,0.10658212560386474
2470,0.10656436487638533
4223,0.10652884342142654
1396,0.10649332196646774
5242,0.10635123614663257
1552,0.10631571469167377
203,0.10629795396419438
1472,0.10624467178175619
2763,0.1061736288718386
94,0.10615586814435919
5177,0.1061203466894004
3093,0.106013782324524
2588,0.106013782324524
2476,0.106013782324524
5320,0.10594273941460643
447,0.10594273941460643
4733,0.10587169650468883
1891,0.10581841432225064
3463,0.10576513213981245
2591,0.10571184995737426
4153,0.10565856777493605
3475,0.10565856777493605
3561,0.10556976413753907
6269,0.10549872122762148
735,0.10542767831770389
4352,0.10542767831770389
1782,0.10542767831770389
6510,0.1053033532253481
3105,0.10526783177038931
1225,0.10525007104290991
2509,0.10517902813299233
3694,0.10514350667803353
2918,0.10512574595055413
3061,0.10509022449559534
1813,0.10507246376811594
2369,0.10503694231315715
3865,0.10498366013071896
757,0.10494813867576015
4754,0.10482381358340438
402,0.10482381358340438
5466,0.10478829212844558
5536,0.10477053140096618
2890,0.1046817277635692
997,0.1046462063086104
3392,0.1046106848536516
6083,0.10455740267121341
1438,0.10455740267121341
3128,0.10450412048877522
5063,0.10448635976129582
5157,0.10437979539641944
4899,0.10432651321398125
4968,0.10425547030406365
2474,0.10425547030406365
5948,0.10423770957658425
1985,0.10409562375674908
5355,0.1039180164819551
4301,0.1039002557544757
286,0.10381145211707872
4292,0.10377593066211992
4945,0.10370488775220232
4946,0.10365160556976413
1872,0.10365160556976413
3122,0.10359832338732594
1255,0.10345623756749077
2795,0.10336743393009377
5098,0.10334967320261437
1925,0.10331415174765558
3457,0.10331415174765558
3080,0.10329639102017618
2415,0.1032075873827792
2927,0.10313654447286161
1605,0.10306550156294401
3594,0.10302998010798523
113,0.10288789428815004
6377,0.10285237283319125
5512,0.10285237283319125
5174,0.10281685137823245
2269,0.10276356919579425
2906,0.10263924410343847
6568,0.10255044046604149
2928,0.10255044046604149
1807,0.10253267973856209
4188,0.1024793975561239
3178,0.1024616368286445
208,0.1024616368286445
1778,0.1024083546462063
116,0.10235507246376811
1735,0.10231955100880932
1424,0.10230179028132992
1737,0.10230179028132992
5546,0.10228402955385052
655,0.10224850809889173
434,0.10219522591645354
4552,0.10210642227905654
1709,0.10210642227905654
2747,0.10201761864165956
799,0.10189329354930378
5062,0.10182225063938619
3081,0.1018044899119068
2633,0.101768968456948
5949,0.1017334470019892
1800,0.10166240409207161
2485,0.10164464336459221
4790,0.10157360045467462
2570,0.10150255754475704
5061,0.10148479681727764
1983,0.10144927536231885
601,0.1010763000852515
661,0.1009874964478545
4896,0.10096973572037511
1802,0.10096973572037511
4762,0.10095197499289571
1864,0.10086317135549872
4484,0.10080988917306052
528,0.10079212844558114
2552,0.10063228189826655
1155,0.10063228189826655
2558,0.10059676044330776
4365,0.10052571753339017
6184,0.100294828076158
3889,0.10025930662119921
2378,0.10020602443876102
240,0.10017050298380221
686,0.10001065643648764
4144,0.09999289570900824
1911,0.09986857061665246
2402,0.09983304916169367
3206,0.09983304916169367
2382,0.09977976697925547
2386,0.09974424552429667
4480,0.0996021597044615
2207,0.0995843989769821
4221,0.09954887752202331
5303,0.0995311167945439
4284,0.0995133560670645
2340,0.09944231315714691
4911,0.09942455242966752
75,0.09924694515487355
2142,0.09922918442739415
656,0.09921142369991474
280,0.09914038078999717
5248,0.09910485933503836
3247,0.09908709860755896
2431,0.09903381642512077
4351,0.09901605569764138
3822,0.09901605569764138
4145,0.09898053424268258
4825,0.09898053424268258
5049,0.09898053424268258
216,0.09898053424268258
1432,0.09896277351520319
6343,0.09894501278772379
3828,0.09892725206024439
1003,0.0988917306052856
2406,0.0988917306052856
2425,0.09878516624040921
4082,0.09874964478545041
2550,0.09874964478545041
485,0.09864308042057403
1427,0.09862531969309463
3026,0.09858979823813584
2023,0.09857203751065644
2976,0.09844771241830065
2634,0.09839443023586246
3782,0.09839443023586246
5153,0.09827010514350668
6144,0.09819906223358908
6241,0.09816354077863029
4734,0.0981102585961921
2971,0.0980924978687127
3078,0.09800369423131572
2889,0.09800369423131572
6220,0.09796817277635692
5819,0.09793265132139813
5633,0.09787936913895993
2175,0.09782608695652174
5605,0.09777280477408355
3153,0.09777280477408355
4868,0.09775504404660415
5563,0.09771952259164535
6203,0.09770176186416596
2825,0.09768400113668656
6327,0.09764847968172777
1340,0.09761295822676896
4838,0.09761295822676896
5302,0.09759519749928958
4545,0.09759519749928958
5854,0.09759519749928958
392,0.09757743677181017
3821,0.09748863313441318
5603,0.0973820687695368
1563,0.09734654731457801
3616,0.0973110258596192
3598,0.09729326513213982
1593,0.09725774367718101
3320,0.09723998294970163
4799,0.09722222222222222
1564,0.09720446149474282
968,0.09718670076726342
4716,0.09718670076726342
5002,0.09718670076726342
2548,0.09716894003978403
6062,0.09713341858482523
4692,0.09711565785734584
2867,0.09704461494742825
6040,0.09704461494742825
4615,0.09697357203751066
2618,0.09697357203751066
4943,0.09693805058255187
4691,0.09688476840011367
7,0.09676044330775789
4866,0.0966894003978403
4493,0.0966538789428815
2669,0.0966361182154021
2902,0.0966005967604433
189,0.09654731457800511
13,0.09645851094060813
4857,0.09645851094060813
2847,0.09644075021312873
1609,0.09644075021312873
6308,0.09642298948564933
668,0.09640522875816994
4290,0.09633418584825235
429,0.09624538221085535
5045,0.09622762148337596
2829,0.09615657857345837
5081,0.09613881784597897
2610,0.09608553566354078
5318,0.09605001420858199
2319,0.09605001420858199
2140,0.09603225348110259
6325,0.09601449275362318
1332,0.095961210571185
4214,0.095961210571185
2823,0.09594344984370559
6206,0.0958901676612674
4791,0.09585464620630861
2367,0.09576584256891162
5011,0.09569479965899404
2174,0.09564151747655585
5863,0.09549943165672066
2643,0.09549943165672066
369,0.09548167092924126
6344,0.09533958510940609
5268,0.0952863029269679
6277,0.09526854219948849
5966,0.0951797385620915
1465,0.09509093492469452
4190,0.09509093492469452
2293,0.09507317419721512
4129,0.09501989201477692
6097,0.09498437055981813
239,0.09493108837737994
2186,0.09493108837737994
2874,0.09484228473998295
4705,0.09484228473998295
2662,0.09482452401250355
5159,0.09480676328502416
342,0.09477124183006536
3607,0.09475348110258597
1508,0.09473572037510657
4679,0.09461139528275078
3293,0.0944693094629156
984,0.09438050582551862
3526,0.09432722364308042
885,0.09416737709576584
1197,0.09411409491332764
4551,0.09411409491332764
4123,0.09411409491332764
5489,0.09411409491332764
2832,0.09409633418584826
448,0.09406081273088945
3724,0.09397200909349247
1223,0.09397200909349247
4327,0.09397200909349247
136,0.09384768400113669
3082,0.0937766410912191
3771,0.0937411196362603
252,0.09367007672634271
650,0.09365231599886331
3020,0.09359903381642512
1495,0.09358127308894572
4955,0.09356351236146633
3429,0.09343918726911055
3063,0.09338590508667236
2883,0.09329710144927536
2213,0.09327934072179596
4941,0.09326157999431657
1519,0.09324381926683717
1835,0.0930662119920432
3302,0.0930662119920432
2617,0.093012929809605
3097,0.09295964762716681
2899,0.09295964762716681
3296,0.09295964762716681
2898,0.09294188689968741
843,0.09292412617220801
1527,0.09287084398976982
5499,0.09279980107985224
6370,0.09279980107985224
2683,0.09278204035237284
1900,0.09278204035237284
4975,0.09274651889741403
4299,0.09272875816993464
92,0.09269323671497584
3593,0.09263995453253765
5162,0.09260443307757886
1220,0.09248010798522308
4643,0.09246234725774367
3564,0.09242682580278488
2197,0.09240906507530548
4876,0.0923735436203467
6131,0.0923202614379085
1652,0.0923202614379085
2761,0.0923025007104291
5185,0.0922847399829497
1816,0.09226697925547031
4614,0.09223145780051151
2513,0.09212489343563512
4889,0.09203608979823813
3635,0.09201832907075874
658,0.09200056834327934
2214,0.09200056834327934
1914,0.09182296106848536
2136,0.09180520034100596
5609,0.09173415743108838
1078,0.09162759306621199
6665,0.09162759306621199
34,0.09162759306621199
3452,0.0916098323387326
3825,0.0915743108837738
2660,0.0915210287013356
217,0.0915032679738562
4855,0.09141446433645922
6193,0.09139670360897982
4286,0.09132566069906223
2991,0.09130789997158284
1181,0.09130789997158284
2672,0.09127237851662404
3189,0.09127237851662404
4333,0.09120133560670646
5013,0.09120133560670646
4675,0.09118357487922706
5338,0.09118357487922706
5454,0.09114805342426825
2085,0.09109477124183006
4140,0.09104148905939187
6172,0.09095268542199489
4146,0.0908994032395567
2461,0.0908816425120773
3157,0.09073955669224211
1378,0.09070403523728332
3138,0.09070403523728332
3374,0.09068627450980392
5251,0.09065075305484513
4736,0.09056194941744813
2734,0.09056194941744813
1637,0.09050866723500994
287,0.09049090650753056
682,0.09045538505257175
1568,0.09043762432509235
1734,0.09041986359761296
2156,0.09040210287013356
1690,0.09040210287013356
5767,0.09031329923273658
3135,0.09026001705029837
395,0.09015345268542199
3086,0.0900824097755044
651,0.09004688832054561
2693,0.09002912759306621
3190,0.09002912759306621
5214,0.08995808468314863
6649,0.08992256322818983
5464,0.08983375959079284
1676,0.08978047740835465
5271,0.08974495595339585
794,0.08967391304347826
5522,0.08956734867860187
2772,0.08953182722364308
4813,0.08953182722364308
3530,0.08951406649616368
699,0.08949630576868428
582,0.0893719806763285
3386,0.0893186984938903
349,0.0893186984938903
5356,0.08926541631145211
5390,0.08926541631145211
5043,0.08921213412901392
4966,0.08921213412901392
2365,0.08917661267405513
6441,0.08912333049161694
2594,0.08908780903665814
5035,0.08901676612674055
1720,0.08898124467178176
1254,0.08898124467178176
1235,0.08898124467178176
3294,0.08896348394430235
1817,0.08894572321682297
4908,0.08885691957942597
1202,0.08875035521454959
4922,0.08871483375959079
4485,0.08871483375959079
2646,0.08871483375959079
1738,0.0886615515771526
2804,0.0886615515771526
2385,0.0886260301221938
4336,0.0886260301221938
607,0.0886260301221938
4200,0.0886082693947144
6136,0.08857274793975561
4386,0.08857274793975561
2108,0.08855498721227621
3327,0.08851946575731742
2307,0.08844842284739983
2323,0.08843066211992043
5469,0.08834185848252345
833,0.08830633702756464
5682,0.08823529411764706
4767,0.08821753339016766
289,0.08819977266268826
4051,0.08811096902529128
4926,0.08807544757033248
3259,0.08805768684285309
440,0.08800440466041488
2183,0.08800440466041488
449,0.08786231884057971
1876,0.08779127593066212
3676,0.08779127593066212
2680,0.08772023302074453
2313,0.08770247229326514
1182,0.08754262574595055
5606,0.08743606138107417
5564,0.08741830065359477
6452,0.08731173628871838
6092,0.08729397556123898
2537,0.08725845410628019
5481,0.08713412901392441
6662,0.087116368286445
2372,0.08702756464904803
2220,0.08702756464904803
1989,0.08699204319408924
3673,0.08699204319408924
5173,0.08693876101165103
98,0.08692100028417164
3471,0.08688547882921284
1265,0.08684995737425405
811,0.08683219664677465
6497,0.08681443591929526
160,0.08679667519181586
832,0.08677891446433646
4311,0.08676115373685706
4358,0.08672563228189827
1836,0.08672563228189827
5299,0.08669011082693948
1303,0.08667235009946007
5215,0.08665458937198067
1331,0.08660130718954248
6646,0.08660130718954248
6472,0.08656578573458369
1726,0.08656578573458369
2235,0.08656578573458369
3453,0.08654802500710429
2424,0.08653026427962489
4491,0.08645922136970731
2494,0.08645922136970731
713,0.0864236999147485
3365,0.0864059391872691
3150,0.08638817845978972
3671,0.08637041773231031
2547,0.08633489627735152
3083,0.08629937482239272
2828,0.08629937482239272
2028,0.08619281045751634
4349,0.08619281045751634
6258,0.08608624609263996
3565,0.08608624609263996
2765,0.08601520318272236
1811,0.08590863881784598
5535,0.08587311736288718
3986,0.08583759590792839
5105,0.08581983518044899
5902,0.0858020744529696
985,0.0858020744529696
532,0.08574879227053141
4954,0.085731031543052
5975,0.085731031543052
1606,0.085731031543052
1133,0.0857132708155726
2657,0.08567774936061381
935,0.08562446717817562
2892,0.08560670645069622
3612,0.08557118499573743
1316,0.08553566354077863
3177,0.08553566354077863
1984,0.08551790281329923
141,0.08544685990338165
2762,0.08539357772094346
5071,0.08537581699346405
4431,0.08535805626598465
4215,0.08530477408354646
1326,0.08528701335606706
590,0.08526925262858767
1573,0.08525149190110827
2514,0.08525149190110827
4320,0.08521597044614948
3639,0.08519820971867008
1434,0.08518044899119068
889,0.08518044899119068
4337,0.0850916453537937
4425,0.0850383631713555
4910,0.08493179880647911
5782,0.08491403807899972
4674,0.08491403807899972
1498,0.08484299516908213
1705,0.08477195225916453
3871,0.08473643080420575
4094,0.08470090934924694
2061,0.08459434498437056
5368,0.08455882352941177
3691,0.08454106280193237
1496,0.08454106280193237
2861,0.08452330207445297
1490,0.08450554134697358
3670,0.08447001989201477
6054,0.08445225916453537
4829,0.08443449843705599
5218,0.08443449843705599
2651,0.08443449843705599
1631,0.0843812162546178
6211,0.0843812162546178
4114,0.0842924126172208
2764,0.08425689116226201
1814,0.08415032679738563
5130,0.08411480534242682
4957,0.08407928388746803
2456,0.08404376243250923
3608,0.08404376243250923
5179,0.08400824097755044
3706,0.08395495879511225
4294,0.08393719806763285
5099,0.08375959079283887
5297,0.08372406933788008
2206,0.08367078715544189
961,0.08365302642796249
830,0.0836175049730037
2097,0.0835997442455243
6267,0.0835819835180449
1362,0.08354646206308611
3336,0.0835287013356067
4058,0.0835109406081273
4715,0.08349317988064792
4185,0.08345765842568911
4613,0.08345765842568911
526,0.08343989769820973
6624,0.08342213697073032
4625,0.08340437624325092
2846,0.08340437624325092
4495,0.08338661551577152
3716,0.08338661551577152
102,0.08336885478829213
5904,0.08331557260585394
4444,0.08322676896845695
2731,0.08322676896845695
2071,0.08319124751349816
4608,0.08319124751349816
4590,0.08319124751349816
3974,0.08317348678601875
5770,0.08317348678601875
5183,0.08312020460358056
5906,0.08308468314862177
2360,0.08306692242114237
6194,0.08306692242114237
3447,0.08303140096618357
4049,0.08301364023870418
2361,0.08297811878374538
4668,0.08294259732878659
3786,0.08292483660130719
2600,0.0828537936913896
5695,0.0828537936913896
6163,0.0828182722364308
1440,0.08276499005399261
918,0.08269394714407502
4784,0.08267618641659562
394,0.08265842568911623
3244,0.08264066496163683
384,0.08258738277919864
3765,0.08255186132423985
6224,0.08251633986928104
672,0.08248081841432225
1339,0.08246305768684285
5180,0.08242753623188406
652,0.08240977550440466
519,0.08233873259448707
5341,0.08233873259448707
6033,0.08230321113952828
5093,0.08230321113952828
4944,0.08226768968456948
2759,0.08221440750213128
4774,0.08221440750213128
1060,0.08221440750213128
5072,0.0821256038647343
2232,0.0821256038647343
5364,0.0821078431372549
4339,0.0821078431372549
3072,0.08207232168229611
4777,0.08201903949985792
3044,0.08200127877237852
1406,0.08198351804489912
4984,0.08196575731741972
3809,0.08196575731741972
246,0.08193023586246093
5005,0.08191247513498152
5015,0.08185919295254333
229,0.08182367149758454
999,0.08180591077010514
2796,0.08180591077010514
3977,0.08178815004262574
5091,0.08178815004262574
2675,0.08173486786018755
4174,0.08171710713270816
3462,0.08168158567774936
1464,0.08153949985791419
62,0.08145069622051719
2833,0.08145069622051719
2321,0.0814151747655584
1550,0.0814151747655584
5102,0.0814151747655584
4839,0.08136189258312021
2541,0.08136189258312021
845,0.08136189258312021
5025,0.0813263711281614
1636,0.08127308894572322
5941,0.08123756749076443
2358,0.08123756749076443
3548,0.08121980676328502
2318,0.08120204603580562
5172,0.08118428530832623
732,0.08114876385336743
5968,0.08114876385336743
2120,0.08114876385336743
5815,0.08111324239840864
3836,0.08111324239840864
2134,0.08105996021597045
103,0.08105996021597045
5337,0.08104219948849105
5947,0.08104219948849105
931,0.08098891730605286
3733,0.08097115657857346
1290,0.08097115657857346
4059,0.08095339585109407
5090,0.08095339585109407
5544,0.08091787439613526
264,0.08088235294117647
6150,0.08086459221369707
5955,0.08082907075873828
477,0.08082907075873828
4775,0.08081131003125888
3054,0.08077578857630009
2314,0.08077578857630009
1686,0.08074026712134129
4332,0.0807047456663825
5140,0.0807047456663825
5354,0.0806869849389031
5548,0.0806692242114237
1523,0.0806692242114237
4014,0.08065146348394431
4971,0.08059818130150612
5194,0.08052713839158852
1204,0.08045609548167093
3823,0.08042057402671214
1522,0.08042057402671214
6058,0.08040281329923274
3050,0.08036729184427394
5133,0.08036729184427394
3945,0.08029624893435636
1905,0.08018968456947996
381,0.08018968456947996
5395,0.08015416311452117
5286,0.08015416311452117
5298,0.08010088093208298
6088,0.0799410343847684
3516,0.07986999147485081
3156,0.07986999147485081
366,0.07978118783745382
606,0.07976342710997443
2839,0.07976342710997443
4086,0.07972790565501563
