,ROI,tau
201,14763,0.0975456171403682
202,7939,0.0974495485393556
203,965,0.09740815563731166
204,634,0.09736738053977577
205,14952,0.09735425219397818
206,3381,0.09719980106694838
207,3481,0.09715408353334752
208,3733,0.09712674568386329
209,9990,0.09693260061718664
210,4290,0.09686232535438807
211,6237,0.09679266789609758
212,7923,0.09656639699499885
213,5113,0.0964763519879404
214,4580,0.09646801162708082
215,18573,0.09646260583763473
216,18060,0.09640499556725259
217,444,0.09634862090588672
218,12342,0.0962615104702419
219,1867,0.09616544186922929
220,4640,0.09615910937302105
221,3823,0.09610366141841731
222,3399,0.09606381302764365
223,1840,0.09599276550920992
224,14879,0.09599276550920989
225,4367,0.09586905015645897
226,660,0.09583321749498803
227,10801,0.09568525331529337
228,15588,0.09553141999277162
229,8782,0.0954731919178814
230,15141,0.09546516045927582
231,8837,0.09544770748192151
232,7586,0.09544755303079443
233,1028,0.09531843188859741
234,567,0.0952886228210807
235,14981,0.09527688453542642
236,11151,0.09520352025008724
237,16747,0.09514143089702119
238,214,0.09508119495747956
239,4525,0.09507702477704975
240,7881,0.09502698261189205
241,3500,0.09499810025113747
242,12422,0.09497029904827212
243,923,0.09496025972501519
244,10117,0.09494048998075535
245,4565,0.09475993661325745
246,4520,0.09474788942534905
247,406,0.09470000957596979
248,2336,0.09466618477915029
249,5768,0.09459405610282733
250,18107,0.09455158204289414
251,465,0.09452439864453686
252,7887,0.0945063278626744
253,3066,0.09448192458460362
254,11190,0.09445535899075456
255,19089,0.09445041655468951
256,10856,0.09438631933697217
257,5147,0.09432083205911153
258,2327,0.09430059896147057
259,11731,0.09428731616454603
260,11196,0.09427835799917826
261,5804,0.09427449672100255
262,15320,0.09426754642028617
263,19682,0.09419526329283626
264,17033,0.09414753789458401
265,13992,0.09412715034581606
266,17045,0.0940814328122152
267,5810,0.09405919184992291
268,4607,0.09398366524880526
269,4693,0.09388589768539533
270,18048,0.09386365672310303
271,400,0.0938034207835614
272,3467,0.09376990488899592
273,9484,0.09369607725027562
274,12491,0.09361962394239588
275,715,0.093584100183179
276,12666,0.09352092967222375
277,13858,0.09340617248484052
278,11238,0.09340061224426749
279,241,0.09339798657510805
280,12655,0.09336385287603433
281,666,0.0933127295529875
282,18108,0.09319689120771514
283,15937,0.09301371217105767
284,1362,0.09294668038192673
285,16978,0.0929357143519076
286,13631,0.09284288922456264
287,5777,0.09279593608194558
288,6456,0.09278049096924257
289,7080,0.09277137835274776
290,10155,0.0927352367890228
291,6949,0.09263314459405611
292,7339,0.09247637670012072
293,1978,0.09229844900178229
294,9594,0.0922403753780191
295,8206,0.09220052698724533
296,118,0.09214353452137135
297,8058,0.09213673867178204
298,15313,0.09209055778480006
299,3356,0.09208870437127575
300,2482,0.09206321993531583
301,16766,0.09203294751441797
302,3922,0.09202460715355834
303,9577,0.0919957247928038
304,18907,0.09172419971148525
305,7914,0.09169516289960361
306,14976,0.09156032706570652
307,7022,0.09154596311089282
308,18988,0.09147846796838073
309,17652,0.091433213788161
310,12915,0.09126640657096868
311,11757,0.0912356707966898
312,2329,0.09122748488695717
313,11910,0.0911324974438338
314,18076,0.0911306440303094
315,15468,0.09109110454178976
316,17411,0.09101959366997497
317,9222,0.09100414855727199
318,813,0.09100059618135034
319,16052,0.09092352506896241
320,4634,0.09091997269304072
321,7257,0.09091333129457842
322,3393,0.09083193555063375
323,8700,0.09081880720483612
324,17258,0.09080212648311692
325,2513,0.090761196934454
326,5776,0.09074343505484556
327,12818,0.09074158164132125
328,885,0.0907275265887615
329,17414,0.09063809938621122
330,13079,0.09062713335619206
331,977,0.09060612800291598
332,9973,0.09055963821368
333,15655,0.09055793925128268
334,11082,0.09055701254452055
335,18009,0.09055021669493121
336,19020,0.0905168552514927
337,6295,0.09048596502608677
338,5039,0.09047484454494062
339,9779,0.09047021101112972
340,17940,0.09043391499627773
341,10580,0.09042928146246677
342,11203,0.09031575988409983
343,12879,0.09031483317733766
344,5711,0.09029367337293456
345,6214,0.09027390362867468
346,8074,0.0902411599897444
347,1928,0.09023297408001187
348,9790,0.09018632983964879
349,12786,0.09009026123863625
350,8165,0.08998816904366942
351,8274,0.08994214260781459
352,4899,0.08993720017174961
353,4379,0.08982661316479619
354,958,0.08978429355599007
355,344,0.08978336684922784
356,228,0.08975726460875978
357,11555,0.08975093211255156
358,5019,0.08959570872988658
359,14977,0.08948743848983863
360,17984,0.08946241740725973
361,19689,0.08937700593401232
362,14364,0.08935615503186324
363,1428,0.08929978037049736
364,2931,0.08928711537808083
365,1337,0.08926286655113719
366,14851,0.08923166742347716
367,19110,0.08920062274694415
368,4657,0.089101310672264
369,425,0.0891006928677558
370,336,0.08905559313866307
371,16660,0.08899041476305646
372,4660,0.08897373404133724
373,10808,0.08894855850763139
374,17115,0.08891040907925503
375,10355,0.08884167832772671
376,4750,0.08874916210263584
377,11206,0.08873031906513819
378,4428,0.08864228192273114
379,193,0.08858220043431653
380,11210,0.08858096482530031
381,8483,0.08857401452458395
382,5048,0.08855239136679974
383,15106,0.08852567132182357
384,15073,0.08850651938207187
385,6043,0.08848227055512821
386,19469,0.08846898775820364
387,19376,0.08838450299171828
388,16256,0.08828549981929217
389,15748,0.08824827709767791
390,12780,0.08818217201530913
391,14407,0.08818047305291182
392,6487,0.0881125145570187
393,17496,0.08797845097875673
394,5746,0.08796084355027534
395,3562,0.08787543207702785
396,1010,0.08780855473902388
397,5752,0.08777735561136385
398,3351,0.08776376391218521
399,13476,0.08774275855890917
400,18674,0.0877321014311441
401,16504,0.08773148362663602
402,10917,0.08757548798833575
403,10322,0.08757239896579526
404,4796,0.08756745652973025
405,6246,0.08756081513126791
406,4614,0.08751092741723732
407,3249,0.08750042474059926
408,11519,0.08749888022932902
409,5722,0.08747633036478261
410,7690,0.08747524920689337
411,19385,0.08744250556796308
412,6299,0.08738690316223233
413,4055,0.08737439262094292
414,4716,0.08735879305711292
415,17730,0.0873418034331396
416,18518,0.08729191571910896
417,18102,0.08728481096726559
418,10080,0.0871136791185165
419,17184,0.0870990062614487
420,6345,0.08705019970530718
421,15325,0.08704232269782872
422,10391,0.08695382220204055
423,18460,0.08693389800665376
424,18477,0.08690053656321527
425,824,0.08689188730010157
426,846,0.08689049723995831
427,1443,0.08680276899980535
428,1334,0.08679998887951879
429,17757,0.0867896406540078
430,1298,0.08677759346609946
431,11334,0.08677589450370214
432,416,0.086661446218573
433,7124,0.08657634364757955
434,5029,0.08653850312145721
435,6227,0.08646683779851534
436,19453,0.08646235871583154
437,9477,0.08643625647536343
438,4569,0.08641957575364423
439,18312,0.08633725330293733
440,11704,0.0863131589271207
441,9911,0.08624303811544909
442,18527,0.08623871348389227
443,3371,0.08619376820592656
444,6547,0.08617353510828563
445,19131,0.08613028879271731
446,4889,0.0861265819656686
447,11754,0.08611144575521963
448,16693,0.08601985623689092
449,11251,0.08598232461302266
450,5273,0.08595436895903022
451,16497,0.08585181341068243
452,43,0.08584146518517138
453,10049,0.0858210776364035
454,9024,0.08578833399747315
455,6429,0.0855731835775205
456,14522,0.0855347252468901
457,16685,0.0854933323448461
458,16810,0.08546043425478873
459,8866,0.08545703632999403
460,12817,0.08545672742773998
461,3660,0.08543294195417737
462,6871,0.08527879972940161
463,3293,0.08526320016557157
464,13994,0.08515492992552363
465,12333,0.085151840902983
466,4578,0.08514689846691803
467,8751,0.08511060245206604
468,3288,0.085063649309449
469,3321,0.08505283773055686
470,14288,0.08492325323497879
471,3715,0.08485869266388037
472,8735,0.08485189681429103
473,3019,0.08483011920537978
474,9324,0.08476231516061374
475,7871,0.08475320254411893
476,15054,0.08468107386779598
477,12900,0.08466933558214175
478,11242,0.08456060198871264
479,15382,0.08449341574845468
480,12372,0.08442808292172102
481,14820,0.08439348586926634
482,3704,0.08438406435051754
483,5838,0.08433742011015449
484,10765,0.08429185702768063
485,2569,0.08428753239612385
486,6490,0.08426498253157746
487,2081,0.08417138514859734
488,7968,0.0840564735100871
489,17853,0.0840181696305837
490,14258,0.08395947820231242
491,18126,0.08395438131512038
492,6955,0.08388642281922727
493,11218,0.08385537814269428
494,6289,0.08382850364659097
495,15031,0.08375498491012487
496,15041,0.08374757125602741
497,14232,0.083745408940249
498,13039,0.08374201101545432
499,3084,0.08373104498543524
500,13977,0.08368239288042081
501,2963,0.08366432209855829
502,410,0.08364192668513894
503,5780,0.08364069107612274
504,14924,0.08363729315132809
505,12504,0.08359821701618951
506,17399,0.08358616982828117
507,7646,0.08354925600892106
508,1984,0.08351975584365832
509,6128,0.08349473476107949
510,6807,0.08347558282132785
511,5603,0.08342415059602687
512,15292,0.08339356927287495
513,8478,0.08335063185956065
514,1125,0.08329425719819473
515,8755,0.08322598980004753
516,12263,0.083150772101184
517,18840,0.08297979470356194
518,12853,0.08295431026760197
519,16620,0.08293855625264496
520,15764,0.08291446187682826
521,10445,0.08288449835818446
522,7088,0.0828295137569618
523,8799,0.08282302680962664
524,13577,0.08279136432858548
525,9944,0.08275383270471719
526,16360,0.08273838759201418
527,11231,0.08272356028381932
528,8285,0.08270332718617841
529,10095,0.08270147377265404
530,12678,0.08268556530656998
531,6613,0.0826509682541153
532,8449,0.08261204657010375
533,16739,0.08259212237471697
534,4823,0.08257049921693277
535,10507,0.08253713777349429
536,8605,0.08251350675105869
537,3261,0.08248261652565277
538,17014,0.08240940669144056
539,5736,0.08239566054113491
540,7592,0.08239118145845109
541,4047,0.08237820756378054
542,17956,0.08225480111328369
543,3848,0.08225032203059977
544,6974,0.08224120941410505
545,1357,0.08219858090304481
546,9760,0.08219193950458252
547,17135,0.08218885048204193
548,6249,0.08215657019649267
549,19142,0.08215270891831693
550,11224,0.0821174940613541
551,5255,0.08209031066299685
552,11711,0.08208552267805895
553,11573,0.08208181585101021
554,9547,0.0820575670240665
555,15783,0.08199192529507883
556,1409,0.08198080481393272
557,14908,0.0818601784837224
558,3833,0.08185430934089523
559,3454,0.0818473590401789
560,5831,0.0818345395966354
561,19817,0.08180272266446723
562,3511,0.08179947919079962
563,7917,0.08179917028854553
564,10618,0.08176488213834489
565,17137,0.08175144489029333
566,9092,0.08166124543210791
567,19377,0.08165491293589963
568,2373,0.0816376144096723
569,1555,0.0816023995527095
570,1775,0.08156996481603318
571,13661,0.08156038884615736
572,18558,0.08148856907208847
573,16361,0.08147713968868824
574,9164,0.08138848474177311
575,5242,0.08137736426062696
576,5414,0.08135450549382656
577,15051,0.08135249762917517
578,12820,0.08135048976452378
579,14367,0.0813149660053069
580,8098,0.0813010654038742
581,14865,0.08129581406555518
582,3179,0.08129473290766598
583,14919,0.08125781908830584
584,12741,0.08122831892304314
585,12007,0.08122600215613768
586,2956,0.0811841459007126
587,4037,0.08118337364507747
588,18650,0.08117611444210703
589,4299,0.08110769259283282
590,12314,0.08108854065308108
591,2328,0.08106645414191582
592,4593,0.08106043054796165
593,4779,0.08105332579611825
594,5651,0.08104869226230739
595,5743,0.08100405588659572
596,8826,0.08095092469889752
597,476,0.080937950804227
598,3971,0.08093702409746478
599,5857,0.08092713922533488
600,5844,0.08089362333076941
601,17393,0.08083524080475213
602,14885,0.08082211245895456
603,15093,0.08081732447401664
604,18000,0.08081083752668142
605,6875,0.08080944746653813
606,7902,0.08079153113580263
607,809,0.08077485041408344
608,158,0.08075060158713972
609,3254,0.08073685543683407
610,10857,0.08071909355722565
611,1965,0.08071044429411195
612,2001,0.08069793375282254
613,3936,0.08069422692577388
614,4853,0.08068495985815206
615,2496,0.08067306712137073
616,18859,0.08066889694094091
617,3997,0.08066194664022461
618,11700,0.08065700420415962
619,1009,0.08065545969288931
620,15604,0.0806170013622589
621,3313,0.08059584155785578
622,18251,0.08059244363306116
623,8854,0.08058981796390166
624,10089,0.08056556913695796
625,15026,0.0805600088963849
626,1118,0.0805586188362416
627,6363,0.08051197459587861
628,5986,0.08049591167866751
629,8443,0.08048741686668079
630,11750,0.08048170217498074
631,11253,0.08048046656596448
632,14319,0.08047305291186706
633,1453,0.08044432500223948
634,19794,0.0804030865513225
635,1878,0.08027489211588774
636,12053,0.0802495621310548
637,16893,0.08024508304837093
638,14674,0.0802311824469382
639,6330,0.08022747561988952
640,11973,0.08022454104847598
641,2575,0.08018299369530499
642,8852,0.08018206698854279
643,1199,0.08018191253741574
644,16,0.08015936267286936
645,18850,0.08009233088373842
646,11772,0.08008275491386255
647,497,0.08007487790638405
648,14988,0.08005078353056735
649,1809,0.08004630444788348
650,8671,0.0800345661622292
651,12935,0.080012634102191
652,398,0.07997155010240106
653,13087,0.07994158658375723
654,7922,0.07994004207248699
655,10936,0.07992197129062442
656,10351,0.07986436102024232
657,13053,0.07985632956163674
658,10546,0.0798246670805956
659,2037,0.07981354659944949
660,1440,0.07979501246420594
661,411,0.07979115118603014
662,1901,0.07979007002814095
663,15299,0.07974975828398619
664,1779,0.07972736287056682
665,3975,0.07970172398347984
666,3011,0.07969554593839868
667,12164,0.07969168466022293
668,2673,0.07966280229946834
669,7663,0.07957553741269643
670,10983,0.07957461070593429
671,15342,0.07955530431505559
672,7395,0.07955468651054745
673,15785,0.07953970475122553
674,4658,0.07953692463093902
675,16519,0.07953476231516053
676,18620,0.07949244270635433
677,7935,0.07944626181937244
678,15726,0.0793939028873093
679,944,0.07933289469213252
680,1489,0.07930185001559956
681,2432,0.07918153258764328
682,3039,0.07917952472299185
683,1253,0.07914894339983997
684,3468,0.07914724443744262
685,13723,0.07912253225711788
686,5964,0.07908932526480637
687,5204,0.0790882441069172
688,2057,0.07908762630240915
689,1891,0.07906245076870319
690,1275,0.07906090625743292
691,669,0.07905843503940045
692,1483,0.07904407108458672
693,3465,0.07899325666379386
694,5862,0.07897549478418538
695,8768,0.07896514655867444
696,17473,0.07895773290457697
697,5185,0.07894429565652535
698,6270,0.07891016195745176
699,871,0.07891000750632474
700,4120,0.07888421416811073
701,7504,0.07888297855909451
702,18279,0.0788732481380916
703,1459,0.07885394174721289
704,8846,0.07885162498030744
705,7824,0.07882629499547454
706,18411,0.07876111661986797
707,3944,0.07875478412365976
708,19611,0.07872929968769979
709,14472,0.07870582311639121
710,12212,0.07869408483073694
711,1277,0.07868311880071782
712,17425,0.07866334905645803
713,1481,0.07866072338729851
714,4535,0.07864342486107118
715,19600,0.07861624146271394
716,13447,0.07860944561312462
717,56,0.07859786177859734
718,13912,0.07856527259079406
719,17449,0.07856156576374533
720,3324,0.07850132982420366
721,6393,0.07849808635053608
722,11122,0.07845097875679194
723,12520,0.07844603632072697
724,11153,0.07840896805023981
725,6933,0.07840418006530193
726,18143,0.07835583686254154
727,1190,0.07834409857688722
728,7030,0.07834193626110884
729,8075,0.07830394128385952
730,15768,0.07828478934410782
731,3644,0.07825961381040196
732,6479,0.0782143596301822
733,508,0.07818207934463291
734,15574,0.07813775187117535
735,3992,0.07813219163060231
736,10037,0.0781249324276319
737,18526,0.07812338791636157
738,11123,0.07809187988644749
739,12346,0.07808740080376364
740,19394,0.07807906044290404
741,15450,0.07805944514977123
742,2455,0.07803071724014367
743,17057,0.07800430609742157
744,5549,0.07800183487938905
745,9684,0.07798469080428874
746,7714,0.07792538157150927
747,19367,0.0779161145038875
748,18413,0.07791163542120362
749,7037,0.07790020603780337
750,4685,0.07788924000778433
751,11172,0.07788846775214917
752,3369,0.07786452782745946
753,7175,0.07784506698545372
754,11061,0.07783595436895897
755,8089,0.07779780494058265
756,8895,0.07776289898587381
757,13175,0.07775687539191968
758,12315,0.07773911351231128
759,6361,0.07770096408393486
760,11640,0.07765879892625567
761,10807,0.07763810247523369
762,8364,0.07763207888127956
763,3097,0.0776300710166282
764,9330,0.07759501061079231
765,1987,0.0775837356785192
766,133,0.07757755763343799
767,7854,0.07757276964850007
768,19594,0.0775706073327217
769,12613,0.0775685994680703
770,78,0.07756782721243517
771,18991,0.07755377215987543
772,8721,0.07752349973897751
773,12226,0.07750125877668525
774,146,0.07749214616019047
775,10909,0.0774767010474875
776,5196,0.07746866958888192
777,11550,0.0774337636341732
778,9183,0.07742712223571091
779,10499,0.07733198034146048
780,17377,0.07724286204116426
781,7666,0.07723544838706684
782,7952,0.07723096930438293
783,34,0.07723050595100191
784,8069,0.07720919169547175
785,11560,0.07720301365039056
786,8156,0.07719838011657966
787,5161,0.07719003975572004
788,15094,0.07718864969557682
789,15437,0.07713459180111631
790,11762,0.0771230079665891
791,6895,0.07705504947069594
792,16516,0.07696469556138345
793,11036,0.07696176098996989
794,4623,0.07695481068925354
795,16303,0.0769321063735802
796,7833,0.0769124910804474
797,13851,0.07689164017829833
798,7860,0.07688777890012262
799,11980,0.0768774306746116
800,18463,0.07686739135135466
801,3368,0.07686739135135463
802,1951,0.07685997769725722
803,11230,0.07684499593793535
804,6253,0.07682985972748638
805,14929,0.07678862127656941
806,7413,0.07678367884050447
807,1855,0.07673502673549001
808,35,0.07671803711151674
809,16118,0.07671371247995988
810,13925,0.07670382760782997
811,12759,0.07669440608908118
812,13579,0.07667417299144026
813,18136,0.07664003929236665
814,1141,0.07663355234503141
815,1192,0.07663185338263409
816,7763,0.07660945796921477
817,7608,0.07660111760835517
818,5883,0.07658026670620613
819,3200,0.07657980335282502
820,9370,0.07657238969872757
821,6916,0.0765583346461679
822,1539,0.07652404649596725
823,8450,0.07649053060140178
824,2677,0.07648636042097194
825,1582,0.07647153311277709
826,18927,0.07646303830079045
827,15272,0.07645377123316864
828,17126,0.07642844124833573
829,2902,0.0763760823162726
830,3845,0.0763629539704751
831,19567,0.07636079165469666
832,13973,0.07635693037652089
833,11467,0.0763444198352315
834,13279,0.07633577057211781
835,18066,0.07633546166986378
836,18929,0.07632866582027445
837,11580,0.07631677308349315
838,6562,0.07624510776055125
839,18944,0.07623167051249971
840,5801,0.07622688252756174
841,1890,0.07622302124938601
842,66,0.0762064949787938
843,1423,0.07618672523453403
844,18806,0.07618286395635822
845,7108,0.07617050786619588
846,1399,0.07615707061814429
847,1834,0.07615568055800095
848,18714,0.07615429049785771
849,18032,0.07614672239263326
850,4768,0.07613946318966283
851,4667,0.07612679819724644
852,6646,0.07609606242296744
853,1023,0.07604092337061778
854,4783,0.07603706209244206
855,6491,0.076021462528612
856,18544,0.07601791015269033
857,1986,0.07600771637830636
858,6364,0.07599705925054127
859,1768,0.07599582364152507
860,18089,0.07599505138588991
861,7016,0.07597698060402742
862,7944,0.07591180222842081
863,15730,0.07590933101038838
864,11181,0.07586840146172547
865,1123,0.0758460060483061
866,9388,0.07583596672504915
867,9969,0.07582978867996791
868,549,0.07582592740179224
869,6642,0.0758202127100921
870,4945,0.0758118723492325
871,18548,0.07580692991316751
872,17356,0.07580044296583227
873,6444,0.07579905290568899
874,2431,0.07578870468017801
875,13706,0.07578731462003471
876,4807,0.07576661816901278
877,4541,0.07573387453008243
878,17155,0.07572954989852552
879,17402,0.07572723313162014
880,1252,0.0757034476580575
881,14814,0.07569665180846824
882,12516,0.07566746054545956
883,3105,0.07562097075622357
884,15072,0.07562004404946136
885,3628,0.0755849836436256
886,18990,0.07557880559854442
887,18822,0.07556814847077939
888,10882,0.07554420854608973
889,13987,0.07554266403481943
890,10811,0.07552459325295692
891,15332,0.07545756146382594
892,9611,0.07544983890747446
893,15599,0.07544412421577437
894,10783,0.07539361869723558
895,18352,0.07538883071229767
896,7322,0.07538635949426518
897,7843,0.07538064480256507
898,8962,0.0753641185319729
899,12836,0.07534697445687258
900,12381,0.07534589329898339
901,16696,0.07530558155482857
902,18340,0.07525940066784662
903,2003,0.07524534561528692
904,19083,0.07523144501385423
905,2354,0.07521491874326201
906,15429,0.07518881650279398
907,5747,0.0751844918712371
908,12597,0.07517507035248834
909,18530,0.07514526128497157
910,6423,0.07512827166099827
911,1229,0.0751279627587442
912,6558,0.07511653337534405
913,2691,0.07509938930024368
914,1558,0.07507900175147576
915,1998,0.07507900175147574
916,18496,0.07507035248836208
917,10872,0.07506973468385397
918,4050,0.07506170322524837
919,15797,0.07504764817268866
920,17669,0.0750405434208453
921,8457,0.07503282086449378
922,17106,0.07498633107525784
923,18858,0.0749657890753628
924,11826,0.07496362675958441
925,8014,0.07492424172219177
926,11368,0.07489860283510484
927,6195,0.07488578339156136
928,5909,0.07487327285027194
929,449,0.07487188279012867
930,9447,0.07486091676010949
931,15021,0.07483913915119834
932,5646,0.07480994788818966
933,5818,0.07480546880550583
934,5493,0.07479944521155167
935,10868,0.07479620173788402
936,8797,0.07476670157262134
937,9527,0.07475372767795081
938,5864,0.07473210452016665
939,7898,0.07471341593379603
940,13910,0.07469488179855246
941,11997,0.0746700151671006
942,9881,0.07460869806966977
943,3403,0.07459263515245868
944,15801,0.07456946748340419
945,18796,0.07456112712254458
946,17098,0.0745452186564605
947,18982,0.07453672384447385
948,18122,0.07453054579939267
949,12649,0.07452066092726274
950,6134,0.07451772635584918
951,10368,0.07448343820564854
952,3344,0.07440899276242015
953,3407,0.07440157910832272
954,15473,0.07438134601068182
955,8604,0.07433624628158907
956,1117,0.07433377506355661
957,75,0.07433084049214304
958,3590,0.0742676699811878
959,13123,0.07423245512422498
960,13460,0.07422411476336535
961,10914,0.07422272470322212
962,6967,0.07422040793631667
963,7916,0.07421160422207597
964,14585,0.07420357276347035
965,1902,0.07418241295906731
966,7104,0.07413190744052857
967,9852,0.07411584452331742
968,2600,0.07410472404217126
969,18016,0.07408449094453042
970,5826,0.07408078411748165
971,5725,0.07407831289944916
972,12078,0.07407615058367077
973,12680,0.07405205620785407
974,6471,0.07400263184720454
975,11778,0.07399660825325036
976,17500,0.0739362178625817
977,18073,0.07392339841903824
978,12743,0.07391335909578133
979,3601,0.07387937984783471
980,1232,0.07385713888554242
981,11653,0.0738356701788852
982,9688,0.07381636378800656
983,3203,0.07379782965276292
984,16692,0.07378192118667885
985,571,0.07375690010409999
986,12713,0.07374979535225665
987,9403,0.07371025586373701
988,10989,0.07370994696148289
989,12615,0.0737045411720369
990,4029,0.07370129769836925
991,10865,0.07368307246537971
992,19488,0.07366453833013616
993,15374,0.07366376607450101
994,7929,0.07365697022491169
995,190,0.07362484439048946
996,106,0.07360507464622966
997,7397,0.07359935995452953
998,13675,0.07359472642071864
999,7279,0.07358545935309686
1000,15757,0.07358515045084281
1001,9510,0.07357464777420472
1002,11823,0.0735701686915209
1003,14781,0.07346050839132966
